config,gene,rna_w,protein_w,confidence_w,protein_mode,n_candidates,n_pos_gold,n_pos_found,n_neg_gold,n_neg_found,P@3,Recall@3,NDCG@3,P@5,Recall@5,NDCG@5,P@10,Recall@10,NDCG@10,MRR,neg_sink
W_rna0.90_protein0.00_confidence0.10,AFP,0.9,0.0,0.1,direct_off,1513,8,8,0,0,1.0,0.375,1.0,0.8,0.5,0.8687949224876582,0.7,0.875,0.9021484053648395,1.0,
W_rna0.85_protein0.00_confidence0.15,AFP,0.85,0.0,0.15,direct_off,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.903222291229094,1.0,
W_rna0.80_protein0.00_confidence0.20,AFP,0.8,0.0,0.2,direct_off,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.903222291229094,1.0,
W_rna0.75_protein0.00_confidence0.25,AFP,0.75,0.0,0.25,direct_off,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.903222291229094,1.0,
W_rna0.70_protein0.00_confidence0.30,AFP,0.7,0.0,0.3,direct_off,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.6,0.75,0.8358912271816661,1.0,
W_rna0.85_protein0.05_confidence0.10,AFP,0.85,0.05,0.1,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.9098999913476323,1.0,
W_rna0.80_protein0.05_confidence0.15,AFP,0.8,0.05,0.15,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.9062487935025676,1.0,
W_rna0.75_protein0.05_confidence0.20,AFP,0.75,0.05,0.2,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.903222291229094,1.0,
W_rna0.70_protein0.05_confidence0.25,AFP,0.7,0.05,0.25,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.903222291229094,1.0,
W_rna0.65_protein0.05_confidence0.30,AFP,0.65,0.05,0.3,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.6,0.75,0.8358912271816661,1.0,
W_rna0.80_protein0.10_confidence0.10,AFP,0.8,0.1,0.1,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.9098999913476323,1.0,
W_rna0.75_protein0.10_confidence0.15,AFP,0.75,0.1,0.15,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.9098999913476323,1.0,
W_rna0.70_protein0.10_confidence0.20,AFP,0.7,0.1,0.2,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.903222291229094,1.0,
W_rna0.65_protein0.10_confidence0.25,AFP,0.65,0.1,0.25,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.6,0.75,0.8301054527851841,1.0,
W_rna0.60_protein0.10_confidence0.30,AFP,0.6,0.1,0.3,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.6,0.75,0.8358912271816661,1.0,
W_rna0.75_protein0.15_confidence0.10,AFP,0.75,0.15,0.1,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.9098999913476323,1.0,
W_rna0.70_protein0.15_confidence0.15,AFP,0.7,0.15,0.15,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.9098999913476323,1.0,
W_rna0.65_protein0.15_confidence0.20,AFP,0.65,0.15,0.2,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.903222291229094,1.0,
W_rna0.60_protein0.15_confidence0.25,AFP,0.6,0.15,0.25,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.6,0.75,0.8301054527851841,1.0,
W_rna0.55_protein0.15_confidence0.30,AFP,0.55,0.15,0.3,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.6,0.75,0.8358912271816661,1.0,
W_rna0.70_protein0.20_confidence0.10,AFP,0.7,0.2,0.1,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.8,1.0,0.9830168297915423,1.0,
W_rna0.65_protein0.20_confidence0.15,AFP,0.65,0.2,0.15,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.9098999913476323,1.0,
W_rna0.60_protein0.20_confidence0.20,AFP,0.6,0.2,0.2,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.9098999913476323,1.0,
W_rna0.55_protein0.20_confidence0.25,AFP,0.55,0.2,0.25,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.6,0.75,0.8301054527851841,1.0,
W_rna0.50_protein0.20_confidence0.30,AFP,0.5,0.2,0.3,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.6,0.75,0.8358912271816661,1.0,
W_rna0.65_protein0.25_confidence0.10,AFP,0.65,0.25,0.1,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.8,1.0,0.9830168297915423,1.0,
W_rna0.60_protein0.25_confidence0.15,AFP,0.6,0.25,0.15,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.8,1.0,0.9830168297915423,1.0,
W_rna0.55_protein0.25_confidence0.20,AFP,0.55,0.25,0.2,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.9098999913476323,1.0,
W_rna0.50_protein0.25_confidence0.25,AFP,0.5,0.25,0.25,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.6,0.75,0.8301054527851841,1.0,
W_rna0.60_protein0.30_confidence0.10,AFP,0.6,0.3,0.1,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.8,1.0,0.9830168297915423,1.0,
W_rna0.55_protein0.30_confidence0.15,AFP,0.55,0.3,0.15,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.8,1.0,0.9860433320650158,1.0,
W_rna0.50_protein0.30_confidence0.20,AFP,0.5,0.3,0.2,full,1513,8,8,0,0,1.0,0.375,1.0,1.0,0.625,1.0,0.7,0.875,0.9098999913476323,1.0,
W_rna0.90_protein0.00_confidence0.10,ALB,0.9,0.0,0.1,direct_off,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.2890648263178879,0.1,
W_rna0.85_protein0.00_confidence0.15,ALB,0.85,0.0,0.15,direct_off,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.3010299956639812,0.1111111111111111,
W_rna0.80_protein0.00_confidence0.20,ALB,0.8,0.0,0.2,direct_off,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.75_protein0.00_confidence0.25,ALB,0.75,0.0,0.25,direct_off,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.70_protein0.00_confidence0.30,ALB,0.7,0.0,0.3,direct_off,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.85_protein0.05_confidence0.10,ALB,0.85,0.05,0.1,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.2890648263178879,0.1,
W_rna0.80_protein0.05_confidence0.15,ALB,0.8,0.05,0.15,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.3010299956639812,0.1111111111111111,
W_rna0.75_protein0.05_confidence0.20,ALB,0.75,0.05,0.2,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.70_protein0.05_confidence0.25,ALB,0.7,0.05,0.25,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.65_protein0.05_confidence0.30,ALB,0.65,0.05,0.3,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.80_protein0.10_confidence0.10,ALB,0.8,0.1,0.1,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.2890648263178879,0.1,
W_rna0.75_protein0.10_confidence0.15,ALB,0.75,0.1,0.15,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.3010299956639812,0.1111111111111111,
W_rna0.70_protein0.10_confidence0.20,ALB,0.7,0.1,0.2,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.65_protein0.10_confidence0.25,ALB,0.65,0.1,0.25,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.60_protein0.10_confidence0.30,ALB,0.6,0.1,0.3,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.75_protein0.15_confidence0.10,ALB,0.75,0.15,0.1,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.2890648263178879,0.1,
W_rna0.70_protein0.15_confidence0.15,ALB,0.7,0.15,0.15,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.3010299956639812,0.1111111111111111,
W_rna0.65_protein0.15_confidence0.20,ALB,0.65,0.15,0.2,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.60_protein0.15_confidence0.25,ALB,0.6,0.15,0.25,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.55_protein0.15_confidence0.30,ALB,0.55,0.15,0.3,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.70_protein0.20_confidence0.10,ALB,0.7,0.2,0.1,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.2890648263178879,0.1,
W_rna0.65_protein0.20_confidence0.15,ALB,0.65,0.2,0.15,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.3010299956639812,0.1111111111111111,
W_rna0.60_protein0.20_confidence0.20,ALB,0.6,0.2,0.2,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.55_protein0.20_confidence0.25,ALB,0.55,0.2,0.25,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.50_protein0.20_confidence0.30,ALB,0.5,0.2,0.3,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.65_protein0.25_confidence0.10,ALB,0.65,0.25,0.1,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.2890648263178879,0.1,
W_rna0.60_protein0.25_confidence0.15,ALB,0.6,0.25,0.15,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.3010299956639812,0.1111111111111111,
W_rna0.55_protein0.25_confidence0.20,ALB,0.55,0.25,0.2,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.50_protein0.25_confidence0.25,ALB,0.5,0.25,0.25,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.60_protein0.30_confidence0.10,ALB,0.6,0.3,0.1,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.2890648263178879,0.1,
W_rna0.55_protein0.30_confidence0.15,ALB,0.55,0.3,0.15,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.3010299956639812,0.1111111111111111,
W_rna0.50_protein0.30_confidence0.20,ALB,0.5,0.3,0.2,full,1513,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,
W_rna0.90_protein0.00_confidence0.10,AR,0.9,0.0,0.1,direct_off,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.85_protein0.00_confidence0.15,AR,0.85,0.0,0.15,direct_off,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.80_protein0.00_confidence0.20,AR,0.8,0.0,0.2,direct_off,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.75_protein0.00_confidence0.25,AR,0.75,0.0,0.25,direct_off,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.70_protein0.00_confidence0.30,AR,0.7,0.0,0.3,direct_off,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.85_protein0.05_confidence0.10,AR,0.85,0.05,0.1,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.80_protein0.05_confidence0.15,AR,0.8,0.05,0.15,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.75_protein0.05_confidence0.20,AR,0.75,0.05,0.2,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.70_protein0.05_confidence0.25,AR,0.7,0.05,0.25,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.65_protein0.05_confidence0.30,AR,0.65,0.05,0.3,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.80_protein0.10_confidence0.10,AR,0.8,0.1,0.1,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.75_protein0.10_confidence0.15,AR,0.75,0.1,0.15,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.70_protein0.10_confidence0.20,AR,0.7,0.1,0.2,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.65_protein0.10_confidence0.25,AR,0.65,0.1,0.25,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.60_protein0.10_confidence0.30,AR,0.6,0.1,0.3,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.75_protein0.15_confidence0.10,AR,0.75,0.15,0.1,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.70_protein0.15_confidence0.15,AR,0.7,0.15,0.15,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.65_protein0.15_confidence0.20,AR,0.65,0.15,0.2,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.60_protein0.15_confidence0.25,AR,0.6,0.15,0.25,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.55_protein0.15_confidence0.30,AR,0.55,0.15,0.3,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.70_protein0.20_confidence0.10,AR,0.7,0.2,0.1,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.65_protein0.20_confidence0.15,AR,0.65,0.2,0.15,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.60_protein0.20_confidence0.20,AR,0.6,0.2,0.2,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.55_protein0.20_confidence0.25,AR,0.55,0.2,0.25,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.50_protein0.20_confidence0.30,AR,0.5,0.2,0.3,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.65_protein0.25_confidence0.10,AR,0.65,0.25,0.1,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.60_protein0.25_confidence0.15,AR,0.6,0.25,0.15,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.55_protein0.25_confidence0.20,AR,0.55,0.25,0.2,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.50_protein0.25_confidence0.25,AR,0.5,0.25,0.25,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.60_protein0.30_confidence0.10,AR,0.6,0.3,0.1,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.55_protein0.30_confidence0.15,AR,0.55,0.3,0.15,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.50_protein0.30_confidence0.20,AR,0.5,0.3,0.2,full,1513,2,2,0,0,0.6666666666666666,1.0,0.9197207891481876,0.4,1.0,0.9197207891481876,0.2,1.0,0.9197207891481876,1.0,
W_rna0.90_protein0.00_confidence0.10,DES,0.9,0.0,0.1,direct_off,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.6,0.375,0.5296347172140421,0.8,1.0,0.7984658817584759,0.5,
W_rna0.85_protein0.00_confidence0.15,DES,0.85,0.0,0.15,direct_off,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.80_protein0.00_confidence0.20,DES,0.8,0.0,0.2,direct_off,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.75_protein0.00_confidence0.25,DES,0.75,0.0,0.25,direct_off,1513,8,8,0,0,0.6666666666666666,0.25,0.7039180890341347,0.8,0.5,0.7860137352654724,0.8,1.0,0.8995710933840294,1.0,
W_rna0.70_protein0.00_confidence0.30,DES,0.7,0.0,0.3,direct_off,1513,8,8,0,0,0.6666666666666666,0.25,0.7653606369886217,0.8,0.5,0.830419897363192,0.8,1.0,0.9326888191250973,1.0,
W_rna0.85_protein0.05_confidence0.10,DES,0.85,0.05,0.1,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.6,0.375,0.5296347172140421,0.8,1.0,0.7984658817584759,0.5,
W_rna0.80_protein0.05_confidence0.15,DES,0.8,0.05,0.15,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.75_protein0.05_confidence0.20,DES,0.75,0.05,0.2,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.70_protein0.05_confidence0.25,DES,0.7,0.05,0.25,full,1513,8,8,0,0,0.6666666666666666,0.25,0.7653606369886217,0.8,0.5,0.830419897363192,0.8,1.0,0.9326888191250973,1.0,
W_rna0.65_protein0.05_confidence0.30,DES,0.65,0.05,0.3,full,1513,8,8,0,0,0.6666666666666666,0.25,0.7653606369886217,0.8,0.5,0.830419897363192,0.8,1.0,0.9326888191250973,1.0,
W_rna0.80_protein0.10_confidence0.10,DES,0.8,0.1,0.1,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.6,0.375,0.5296347172140421,0.8,1.0,0.7984658817584759,0.5,
W_rna0.75_protein0.10_confidence0.15,DES,0.75,0.1,0.15,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.70_protein0.10_confidence0.20,DES,0.7,0.1,0.2,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.65_protein0.10_confidence0.25,DES,0.65,0.1,0.25,full,1513,8,8,0,0,0.6666666666666666,0.25,0.7653606369886217,0.8,0.5,0.830419897363192,0.8,1.0,0.9326888191250973,1.0,
W_rna0.60_protein0.10_confidence0.30,DES,0.6,0.1,0.3,full,1513,8,8,0,0,0.6666666666666666,0.25,0.7653606369886217,0.8,0.5,0.830419897363192,0.8,1.0,0.9326888191250973,1.0,
W_rna0.75_protein0.15_confidence0.10,DES,0.75,0.15,0.1,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.6,0.375,0.5296347172140421,0.8,1.0,0.7984658817584759,0.5,
W_rna0.70_protein0.15_confidence0.15,DES,0.7,0.15,0.15,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.65_protein0.15_confidence0.20,DES,0.65,0.15,0.2,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.60_protein0.15_confidence0.25,DES,0.6,0.15,0.25,full,1513,8,8,0,0,0.6666666666666666,0.25,0.7653606369886217,0.8,0.5,0.830419897363192,0.8,1.0,0.9326888191250973,1.0,
W_rna0.55_protein0.15_confidence0.30,DES,0.55,0.15,0.3,full,1513,8,8,0,0,0.6666666666666666,0.25,0.7653606369886217,0.8,0.5,0.830419897363192,0.8,1.0,0.9326888191250973,1.0,
W_rna0.70_protein0.20_confidence0.10,DES,0.7,0.2,0.1,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.6,0.375,0.5296347172140421,0.8,1.0,0.7984658817584759,0.5,
W_rna0.65_protein0.20_confidence0.15,DES,0.65,0.2,0.15,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.60_protein0.20_confidence0.20,DES,0.6,0.2,0.2,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.55_protein0.20_confidence0.25,DES,0.55,0.2,0.25,full,1513,8,8,0,0,0.6666666666666666,0.25,0.7653606369886217,0.8,0.5,0.830419897363192,0.8,1.0,0.9326888191250973,1.0,
W_rna0.50_protein0.20_confidence0.30,DES,0.5,0.2,0.3,full,1513,8,8,0,0,0.6666666666666666,0.25,0.7653606369886217,0.8,0.5,0.830419897363192,0.8,1.0,0.9326888191250973,1.0,
W_rna0.65_protein0.25_confidence0.10,DES,0.65,0.25,0.1,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.6,0.375,0.5296347172140421,0.8,1.0,0.7984658817584759,0.5,
W_rna0.60_protein0.25_confidence0.15,DES,0.6,0.25,0.15,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.55_protein0.25_confidence0.20,DES,0.55,0.25,0.2,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.50_protein0.25_confidence0.25,DES,0.5,0.25,0.25,full,1513,8,8,0,0,0.6666666666666666,0.25,0.7653606369886217,0.8,0.5,0.830419897363192,0.8,1.0,0.9326888191250973,1.0,
W_rna0.60_protein0.30_confidence0.10,DES,0.6,0.3,0.1,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.6,0.375,0.5296347172140421,0.8,1.0,0.7984658817584759,0.5,
W_rna0.55_protein0.30_confidence0.15,DES,0.55,0.3,0.15,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.50_protein0.30_confidence0.20,DES,0.5,0.3,0.2,full,1513,8,8,0,0,0.6666666666666666,0.25,0.5307212739772434,0.8,0.5,0.6608397947263839,0.8,1.0,0.8062174677412687,0.5,
W_rna0.90_protein0.00_confidence0.10,ESR1,0.9,0.0,0.1,direct_off,1513,2,2,1,1,0.0,0.0,0.0,0.2,0.5,0.23719771276929622,0.2,1.0,0.430624116386567,0.2,0.25992063492063494
W_rna0.85_protein0.00_confidence0.15,ESR1,0.85,0.0,0.15,direct_off,1513,2,2,1,1,0.0,0.0,0.0,0.2,0.5,0.23719771276929622,0.2,1.0,0.430624116386567,0.2,0.25066137566137564
W_rna0.80_protein0.00_confidence0.20,ESR1,0.8,0.0,0.2,direct_off,1513,2,2,1,1,0.0,0.0,0.0,0.2,0.5,0.23719771276929622,0.2,1.0,0.430624116386567,0.2,0.24074074074074073
W_rna0.75_protein0.00_confidence0.25,ESR1,0.75,0.0,0.25,direct_off,1513,2,2,1,1,0.0,0.0,0.0,0.2,0.5,0.23719771276929622,0.2,1.0,0.430624116386567,0.2,0.22552910052910052
W_rna0.70_protein0.00_confidence0.30,ESR1,0.7,0.0,0.3,direct_off,1513,2,2,1,1,0.0,0.0,0.0,0.2,0.5,0.23719771276929622,0.2,1.0,0.430624116386567,0.2,0.2156084656084656
