query_id,target_gene,exclusion_gene,disease_context,profile,max_exclusion_penalty,DepMap_ID,cell_line,lineage,primary_disease,exclusion_evidence_observed,exclusion_expression_std_mean,exclusion_scaled_within_query,rna_score,protein_score,biological_score,confidence_score,exclusion_penalty,final_score,production_ordinal_rank,score_tie_rank_min,score_tie_rank_max,score_tie_rank_mid,final_score_tie_size,full_comparator_tie_size,p00_final_score,p00_score_tie_rank_mid,realised_score_drop_vs_P00,rank_change_vs_P00_positive_is_down,in_top10_with_ties,in_P00_top10_with_ties,score_clipped_to_zero
Q01_FGFR2_MET_GASTRIC,FGFR2,MET,gastric,P45_stress,0.45,ACH-001015,AZ521,gastric,Gastric Cancer,True,-1.3430976872986289,0.08052004923424347,0.4448,,0.4448,0.4125,0.0362,0.4037,6,6,6,6.0,1,1,0.4399,11.0,0.0362,-5.0,True,False,False
Q01_FGFR2_MET_GASTRIC,FGFR2,MET,gastric,P45_stress,0.45,ACH-000932,SNU1,gastric,Gastric Cancer,True,-1.6987300204053046,0.0,0.2439,,0.2439,0.5875,0.0,0.2954,7,7,7,7.0,1,1,0.2954,27.0,0.0,-20.0,True,False,False
Q01_FGFR2_MET_GASTRIC,FGFR2,MET,gastric,P45_stress,0.45,ACH-000847,HGC27,gastric,Gastric Cancer,True,-0.5876300265078397,0.2515683133511802,0.3429,,0.3429,0.5875,0.1132,0.2664,8,8,8,8.0,1,1,0.3796,16.0,0.1132,-8.0,True,False,False
Q01_FGFR2_MET_GASTRIC,FGFR2,MET,gastric,P45_stress,0.45,ACH-000247,OCUM1,gastric,Gastric Cancer,True,0.6585242683849536,0.5337147770928037,0.4807,,0.4807,0.5875,0.2402,0.2565,9,9,9,9.0,1,1,0.4967,5.0,0.2402,4.0,True,True,False
Q01_FGFR2_MET_GASTRIC,FGFR2,MET,gastric,P45_stress,0.45,ACH-000761,NUGC2,gastric,Gastric Cancer,True,0.2741172852587982,0.4466797515176108,0.4494,,0.4494,0.5,0.201,0.256,10,10,10,10.0,1,1,0.457,8.0,0.201,2.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P00_no_penalty,0.0,ACH-000117,EFM192A,breast,Breast Cancer,True,2.2710356355093686,0.4210417316764737,0.968,0.9853,0.9741,0.9957,0.0,0.9773,1,1,1,1.0,1,1,0.9773,1.0,0.0,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P00_no_penalty,0.0,ACH-000859,HCC1954,breast,Breast Cancer,True,1.1731116103024815,0.2806769781481977,0.9379,0.8632,0.9115,0.9813,0.0,0.922,2,2,2,2.0,1,1,0.922,2.0,0.0,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P00_no_penalty,0.0,ACH-000755,HCC2218,breast,Breast Cancer,True,-0.13282519817827987,0.11371870595685561,0.8596,1.0,0.9091,0.9649,0.0,0.9175,3,3,3,3.0,1,1,0.9175,3.0,0.0,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P00_no_penalty,0.0,ACH-001393,SUM190PT,breast,Breast Cancer,True,-0.45016462470865554,0.07314825721260201,1.0,,1.0,0.4125,0.0,0.9119,4,4,4,4.0,1,1,0.9119,4.0,0.0,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P00_no_penalty,0.0,ACH-000828,ZR7530,breast,Breast Cancer,True,3.312720926959573,0.5542166106585472,0.9646,,0.9646,0.5875,0.0,0.9081,5,5,5,5.0,1,1,0.9081,5.0,0.0,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P00_no_penalty,0.0,ACH-000930,HCC1569,breast,Breast Cancer,True,-0.17926353537758732,0.1077817689688746,0.9372,,0.9372,0.5875,0.0,0.8847,6,6,6,6.0,1,1,0.8847,6.0,0.0,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P00_no_penalty,0.0,ACH-000248,AU565,breast,Breast Cancer,True,-0.21740922982920033,0.10290500985172472,0.8957,0.8102,0.8655,0.9786,0.0,0.8825,7,7,7,7.0,1,1,0.8825,7.0,0.0,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P00_no_penalty,0.0,ACH-000277,HCC1419,breast,Breast Cancer,True,3.054609973436326,0.5212182614627439,0.9168,,0.9168,0.5875,0.0,0.8674,8,8,8,8.0,1,1,0.8674,8.0,0.0,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P00_no_penalty,0.0,ACH-000554,UACC893,breast,Breast Cancer,True,1.0099132475051242,0.2598127858686339,0.9142,,0.9142,0.5875,0.0,0.8652,9,9,9,9.0,1,1,0.8652,9.0,0.0,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P00_no_penalty,0.0,ACH-000725,HCC202,breast,Breast Cancer,True,-0.06237773345459744,0.12272510420992991,0.8836,,0.8836,0.5875,0.0,0.8392,10,10,10,10.0,1,1,0.8392,10.0,0.0,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P15_weak,0.15,ACH-000117,EFM192A,breast,Breast Cancer,True,2.2710356355093686,0.4210417316764737,0.968,0.9853,0.9741,0.9957,0.0632,0.9142,1,1,1,1.0,1,1,0.9773,1.0,0.0631,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P15_weak,0.15,ACH-001393,SUM190PT,breast,Breast Cancer,True,-0.45016462470865554,0.07314825721260201,1.0,,1.0,0.4125,0.011,0.9009,2,2,2,2.0,1,1,0.9119,4.0,0.011,-2.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P15_weak,0.15,ACH-000755,HCC2218,breast,Breast Cancer,True,-0.13282519817827987,0.11371870595685561,0.8596,1.0,0.9091,0.9649,0.0171,0.9004,3,3,3,3.0,1,1,0.9175,3.0,0.0171,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P15_weak,0.15,ACH-000859,HCC1954,breast,Breast Cancer,True,1.1731116103024815,0.2806769781481977,0.9379,0.8632,0.9115,0.9813,0.0421,0.8799,4,4,4,4.0,1,1,0.922,2.0,0.0421,2.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P15_weak,0.15,ACH-000930,HCC1569,breast,Breast Cancer,True,-0.17926353537758732,0.1077817689688746,0.9372,,0.9372,0.5875,0.0162,0.8686,5,5,5,5.0,1,1,0.8847,6.0,0.0161,-1.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P15_weak,0.15,ACH-000248,AU565,breast,Breast Cancer,True,-0.21740922982920033,0.10290500985172472,0.8957,0.8102,0.8655,0.9786,0.0154,0.867,6,6,6,6.0,1,1,0.8825,7.0,0.0155,-1.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P15_weak,0.15,ACH-000554,UACC893,breast,Breast Cancer,True,1.0099132475051242,0.2598127858686339,0.9142,,0.9142,0.5875,0.039,0.8262,7,7,7,7.0,1,1,0.8652,9.0,0.039,-2.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P15_weak,0.15,ACH-000828,ZR7530,breast,Breast Cancer,True,3.312720926959573,0.5542166106585472,0.9646,,0.9646,0.5875,0.0831,0.8249,8,8,8,8.0,1,1,0.9081,5.0,0.0832,3.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P15_weak,0.15,ACH-000725,HCC202,breast,Breast Cancer,True,-0.06237773345459744,0.12272510420992991,0.8836,,0.8836,0.5875,0.0184,0.8208,9,9,9,9.0,1,1,0.8392,10.0,0.0184,-1.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P15_weak,0.15,ACH-000017,SKBR3,breast,Breast Cancer,True,-0.1269837687139794,0.11446550699971907,0.8576,,0.8576,0.5875,0.0172,0.7999,10,10,10,10.0,1,1,0.8171,12.0,0.0172,-2.0,True,False,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P30_team_baseline,0.3,ACH-001393,SUM190PT,breast,Breast Cancer,True,-0.45016462470865554,0.07314825721260201,1.0,,1.0,0.4125,0.0219,0.8899,1,1,1,1.0,1,1,0.9119,4.0,0.022,-3.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P30_team_baseline,0.3,ACH-000755,HCC2218,breast,Breast Cancer,True,-0.13282519817827987,0.11371870595685561,0.8596,1.0,0.9091,0.9649,0.0341,0.8834,2,2,2,2.0,1,1,0.9175,3.0,0.0341,-1.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P30_team_baseline,0.3,ACH-000930,HCC1569,breast,Breast Cancer,True,-0.17926353537758732,0.1077817689688746,0.9372,,0.9372,0.5875,0.0323,0.8524,3,3,3,3.0,1,1,0.8847,6.0,0.0323,-3.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P30_team_baseline,0.3,ACH-000248,AU565,breast,Breast Cancer,True,-0.21740922982920033,0.10290500985172472,0.8957,0.8102,0.8655,0.9786,0.0309,0.8516,4,4,4,4.0,1,1,0.8825,7.0,0.0309,-3.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P30_team_baseline,0.3,ACH-000117,EFM192A,breast,Breast Cancer,True,2.2710356355093686,0.4210417316764737,0.968,0.9853,0.9741,0.9957,0.1263,0.851,5,5,5,5.0,1,1,0.9773,1.0,0.1263,4.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P30_team_baseline,0.3,ACH-000859,HCC1954,breast,Breast Cancer,True,1.1731116103024815,0.2806769781481977,0.9379,0.8632,0.9115,0.9813,0.0842,0.8378,6,6,6,6.0,1,1,0.922,2.0,0.0842,4.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P30_team_baseline,0.3,ACH-000725,HCC202,breast,Breast Cancer,True,-0.06237773345459744,0.12272510420992991,0.8836,,0.8836,0.5875,0.0368,0.8024,7,7,7,7.0,1,1,0.8392,10.0,0.0368,-3.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P30_team_baseline,0.3,ACH-000554,UACC893,breast,Breast Cancer,True,1.0099132475051242,0.2598127858686339,0.9142,,0.9142,0.5875,0.0779,0.7872,8,8,8,8.0,1,1,0.8652,9.0,0.078,-1.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P30_team_baseline,0.3,ACH-000017,SKBR3,breast,Breast Cancer,True,-0.1269837687139794,0.11446550699971907,0.8576,,0.8576,0.5875,0.0343,0.7827,9,9,9,9.0,1,1,0.8171,12.0,0.0344,-3.0,True,False,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P30_team_baseline,0.3,ACH-000828,ZR7530,breast,Breast Cancer,True,3.312720926959573,0.5542166106585472,0.9646,,0.9646,0.5875,0.1663,0.7418,10,10,10,10.0,1,1,0.9081,5.0,0.1663,5.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P45_stress,0.45,ACH-001393,SUM190PT,breast,Breast Cancer,True,-0.45016462470865554,0.07314825721260201,1.0,,1.0,0.4125,0.0329,0.879,1,1,1,1.0,1,1,0.9119,4.0,0.0329,-3.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P45_stress,0.45,ACH-000755,HCC2218,breast,Breast Cancer,True,-0.13282519817827987,0.11371870595685561,0.8596,1.0,0.9091,0.9649,0.0512,0.8663,2,2,2,2.0,1,1,0.9175,3.0,0.0512,-1.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P45_stress,0.45,ACH-000248,AU565,breast,Breast Cancer,True,-0.21740922982920033,0.10290500985172472,0.8957,0.8102,0.8655,0.9786,0.0463,0.8362,3,3,4,3.5,2,1,0.8825,7.0,0.0463,-3.5,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P45_stress,0.45,ACH-000930,HCC1569,breast,Breast Cancer,True,-0.17926353537758732,0.1077817689688746,0.9372,,0.9372,0.5875,0.0485,0.8362,4,3,4,3.5,2,1,0.8847,6.0,0.0485,-2.5,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P45_stress,0.45,ACH-000859,HCC1954,breast,Breast Cancer,True,1.1731116103024815,0.2806769781481977,0.9379,0.8632,0.9115,0.9813,0.1263,0.7957,5,5,5,5.0,1,1,0.922,2.0,0.1263,3.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P45_stress,0.45,ACH-000117,EFM192A,breast,Breast Cancer,True,2.2710356355093686,0.4210417316764737,0.968,0.9853,0.9741,0.9957,0.1895,0.7879,6,6,6,6.0,1,1,0.9773,1.0,0.1894,5.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P45_stress,0.45,ACH-000725,HCC202,breast,Breast Cancer,True,-0.06237773345459744,0.12272510420992991,0.8836,,0.8836,0.5875,0.0552,0.784,7,7,7,7.0,1,1,0.8392,10.0,0.0552,-3.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P45_stress,0.45,ACH-000017,SKBR3,breast,Breast Cancer,True,-0.1269837687139794,0.11446550699971907,0.8576,,0.8576,0.5875,0.0515,0.7655,8,8,8,8.0,1,1,0.8171,12.0,0.0516,-4.0,True,False,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P45_stress,0.45,ACH-000554,UACC893,breast,Breast Cancer,True,1.0099132475051242,0.2598127858686339,0.9142,,0.9142,0.5875,0.1169,0.7483,9,9,9,9.0,1,1,0.8652,9.0,0.1169,0.0,True,True,False
Q02_ERBB2_ESR1_BREAST,ERBB2,ESR1,breast,P45_stress,0.45,ACH-001397,SUM225CWN,breast,Breast Cancer,True,-0.706872739677384,0.04032925475065655,0.8124,,0.8124,0.4125,0.0181,0.7342,10,10,10,10.0,1,1,0.7524,15.0,0.0182,-5.0,True,False,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P00_no_penalty,0.0,ACH-000964,MOLT3,blood,Leukemia,True,-0.3657433353478568,0.01925379004487173,1.0,,1.0,0.5,0.0,0.925,1,1,1,1.0,1,1,0.925,1.0,0.0,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P00_no_penalty,0.0,ACH-000942,HPBALL,blood,Leukemia,True,-0.3887027004104209,0.015483866813925069,0.9881,,0.9881,0.5,0.0,0.9149,2,2,2,2.0,1,1,0.9149,2.0,0.0,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P00_no_penalty,0.0,ACH-000981,DND41,blood,Leukemia,True,-0.17596187591287216,0.05041586838533468,0.9767,,0.9767,0.5,0.0,0.9052,3,3,3,3.0,1,1,0.9052,3.0,0.0,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P00_no_penalty,0.0,ACH-000937,PF382,blood,Leukemia,True,-0.36014017168299595,0.020173828417422268,0.9697,,0.9697,0.5,0.0,0.8992,4,4,4,4.0,1,1,0.8992,4.0,0.0,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P00_no_penalty,0.0,ACH-000918,MOLT16,blood,Leukemia,True,-0.3657433353478568,0.01925379004487173,0.9616,,0.9616,0.5,0.0,0.8924,5,5,5,5.0,1,1,0.8924,5.0,0.0,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P00_no_penalty,0.0,ACH-001148,OCILY132,lymphocyte,Lymphoma,True,3.1038248533472674,0.5889562047358865,0.9709,,0.9709,0.4125,0.0,0.8871,6,6,6,6.0,1,1,0.8871,6.0,0.0,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P00_no_penalty,0.0,ACH-001132,MTA,lymphocyte,Lymphoma,True,3.042205164030771,0.5788382638605637,0.963,,0.963,0.4125,0.0,0.8804,7,7,7,7.0,1,1,0.8804,7.0,0.0,0.0,True,True,False
